Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,replicon
G1G01-389,PP_0355,432405,432975,G1G01-389-MONOMER,AE015451.2
G1G01-2213,PP_2075,2360022,2361156,G1G01-2213-MONOMER,AE015451.2
G1G01-4413,PP_4146,4683361,4685191,G1G01-4413-MONOMER,AE015451.2
G1G01-2696,PP_5535,2859763,2860222,G1G01-2696-MONOMER,AE015451.2
G1G01-4866,PP_4558,5180054,5180495,G1G01-4866-MONOMER,AE015451.2
G1G01-5293,PP_4949,5637466,5638909,G1G01-5293-MONOMER,AE015451.2
G1G01-1246,PP_1163,1337284,1339321,G1G01-1246-MONOMER,AE015451.2
G1G01-3438,PP_3216,3650213,3650822,G1G01-3438-MONOMER,AE015451.2
G1G01-962,PP_0887,1029942,1031295,G1G01-962-MONOMER,AE015451.2
G1G01-1708,PP_1611,1807949,1808795,G1G01-1708-MONOMER,AE015451.2
G1G01-3874,PP_3636,4131954,4133160,G1G01-3874-MONOMER,AE015451.2
G1G01-2193,PP_2055,2338207,2339287,G1G01-2193-MONOMER,AE015451.2
G1G01-4396,PP_4129,4666234,4668088,G1G01-4396-MONOMER,AE015451.2
G1G01-2665,PP_2490,2838697,2839522,G1G01-2665-MONOMER,AE015451.2
G1G01-4845,PP_4538,5154467,5155067,G1G01-4845-MONOMER,AE015451.2
G1G01-5275,PP_4932,5612178,5612991,G1G01-5275-MONOMER,AE015451.2
G1G01-1221,PP_1143,1308480,1309368,G1G01-1221-MONOMER,AE015451.2
G1G01-5696,PP_5340,6087778,6088822,G1G01-5696-MONOMER,AE015451.2
G1G01-3417,PP_3196,3625563,3626502,G1G01-3417-MONOMER,AE015451.2
G1G01-944,PP_0869,1008743,1009397,G1G01-944-MONOMER,AE015451.2
G1G01-1691,PP_1594,1787954,1788512,G1G01-1691-MONOMER,AE015451.2
G1G01-3854,PP_3616,4108178,4111169,G1G01-3854-MONOMER,AE015451.2
G1G01-2171,PP_2035,2312872,2314087,G1G01-2171-MONOMER,AE015451.2
G1G01-4378,PP_4111,4645435,4647547,G1G01-4378-MONOMER,AE015451.2
G1G01-2643,PP_2472,2816532,2816889,G1G01-2643-MONOMER,AE015451.2
G1G01-4817,PP_4514,5126447,5128634,G1G01-4817-MONOMER,AE015451.2
G1G01-5257,PP_4915,5587242,5589147,G1G01-5257-MONOMER,AE015451.2
G1G01-1202,PP_1124,1286054,1286519,G1G01-1202-MONOMER,AE015451.2
G1G01-568,PP_0519,604687,605656,G1G01-568-MONOMER,AE015451.2
G1G01-3395,PP_3175,3598183,3599704,G1G01-3395-MONOMER,AE015451.2
G1G01-927,PP_0852,986002,987010,G1G01-927-MONOMER,AE015451.2
G1G01-1664,PP_1570,1762842,1763184,G1G01-1664-MONOMER,AE015451.2
G1G01-3836,PP_3599,4088933,4089845,G1G01-3836-MONOMER,AE015451.2
G1G01-215,PP_0198,248419,249052,G1G01-215-MONOMER,AE015451.2
G1G01-4350,PP_4085,4613629,4618222,G1G01-4350-MONOMER,AE015451.2
G1G01-2625,PP_2455,2801616,2803191,G1G01-2625-MONOMER,AE015451.2
G1G01-4796,PP_4493,5105090,5108111,G1G01-4796-MONOMER,AE015451.2
G1G01-5239,PP_4897,5567484,5568915,G1G01-5239-MONOMER,AE015451.2
G1G01-1181,PP_1108,1265545,1267987,G1G01-1181-MONOMER,AE015451.2
G1G01-5663,PP_5306,6053656,6054619,G1G01-5663-MONOMER,AE015451.2
G1G01-3376,PP_3157,3576614,3577406,G1G01-3376-MONOMER,AE015451.2
G1G01-912,PP_0837,974608,975151,G1G01-912-MONOMER,AE015451.2
G1G01-1633,PP_1541,1743290,1744211,G1G01-1633-MONOMER,AE015451.2
G1G01-3819,PP_3582,4064468,4065959,G1G01-3819-MONOMER,AE015451.2
G1G01-2126,PP_1996,2264050,2264944,G1G01-2126-MONOMER,AE015451.2
G1G01-4321,PP_4056,4575603,4576398,G1G01-4321-MONOMER,AE015451.2
G1G01-2600,PP_2435,2781147,2782365,G1G01-2600-MONOMER,AE015451.2
G1G01-4776,PP_4475,5084649,5085657,G1G01-4776-MONOMER,AE015451.2
G1G01-5216,PP_4876,5544175,5544406,G1G01-5216-MONOMER,AE015451.2
G1G01-1161,PP_1088,1246969,1248187,G1G01-1161-MONOMER,AE015451.2
G1G01-1159,PP_1086,1244480,1245527,G1G01-1159-MONOMER,AE015451.2
G1G01-5644,PP_5286,6034894,6035350,G1G01-5644-MONOMER,AE015451.2
G1G01-3356,PP_3137,3552343,3553321,G1G01-3356-MONOMER,AE015451.2
G1G01-889,PP_0816,954158,955046,G1G01-889-MONOMER,AE015451.2
G1G01-1606,PP_1515,1719368,1720010,G1G01-1606-MONOMER,AE015451.2
G1G01-3795,PP_3558,4037188,4038205,G1G01-3795-MONOMER,AE015451.2
G1G01-2101,PP_1976,2238572,2239736,G1G01-2101-MONOMER,AE015451.2
G1G01-4299,PP_4034,4544521,4545805,G1G01-4299-MONOMER,AE015451.2
G1G01-2578,PP_2415,2761419,2762049,G1G01-2578-MONOMER,AE015451.2
G1G01-4747,PP_4458,5059252,5060833,G1G01-4747-MONOMER,AE015451.2
G1G01-5196,PP_4856,5522259,5522766,G1G01-5196-MONOMER,AE015451.2
G1G01-1144,PP_1071,1225569,1226490,G1G01-1144-MONOMER,AE015451.2
G1G01-5625,PP_5267,6016910,6017333,G1G01-5625-MONOMER,AE015451.2
G1G01-3337,PP_3121,3532276,3533182,G1G01-3337-MONOMER,AE015451.2
G1G01-87,PP_0083,92375,93593,G1G01-87-MONOMER,AE015451.2
G1G01-1582,PP_1491,1695323,1695971,G1G01-1582-MONOMER,AE015451.2
G1G01-3780,PP_3543,4014644,4016048,G1G01-3780-MONOMER,AE015451.2
G1G01-2075,PP_1953,2209755,2210565,G1G01-2075-MONOMER,AE015451.2
G1G01-4280,PP_4013,4524569,4525010,G1G01-4280-MONOMER,AE015451.2
G1G01-2557,PP_2394,2733102,2737524,G1G01-2557-MONOMER,AE015451.2
G1G01-4721,PP_4441,5036192,5036513,G1G01-4721-MONOMER,AE015451.2
G1G01-5181,PP_4841,5508395,5509661,G1G01-5181-MONOMER,AE015451.2
G1G01-1128,PP_1055,1203657,1204302,G1G01-1128-MONOMER,AE015451.2
G1G01-5606,PP_5249,5990894,5991806,G1G01-5606-MONOMER,AE015451.2
G1G01-3296,PP_3099,3494710,3496213,G1G01-3296-MONOMER,AE015451.2
G1G01-850,PP_0774,891626,893714,G1G01-850-MONOMER,AE015451.2
G1G01-1561,PP_1469,1673967,1674750,G1G01-1561-MONOMER,AE015451.2
G1G01-3762,PP_3526,3997314,3998322,G1G01-3762-MONOMER,AE015451.2
G1G01-2056,PP_1936,2184671,2187608,G1G01-2056-MONOMER,AE015451.2
G1G01-4266,PP_3999,4507388,4508780,G1G01-4266-MONOMER,AE015451.2
G1G01-2535,PP_2372,2709421,2710498,G1G01-2535-MONOMER,AE015451.2
G1G01-4705,PP_4424,5020313,5020781,G1G01-4705-MONOMER,AE015451.2
G1G01-5161,PP_4824,5486671,5489443,G1G01-5161-MONOMER,AE015451.2
G1G01-5581,PP_5230,5963910,5964810,G1G01-5581-MONOMER,AE015451.2
G1G01-3269,PP_3076,3460357,3461374,G1G01-3269-MONOMER,AE015451.2
G1G01-821,PP_0746,865186,865825,G1G01-821-MONOMER,AE015451.2
G1G01-1115,PP_1042,1190478,1191444,G1G01-1115-MONOMER,AE015451.2
G1G01-1542,PP_1450,1656795,1658493,G1G01-1542-MONOMER,AE015451.2
G1G01-3738,PP_3503,3973146,3974472,G1G01-3738-MONOMER,AE015451.2
G1G01-4245,PP_3980,4486712,4487048,G1G01-4245-MONOMER,AE015451.2
G1G01-2030,PP_1918,2161052,2162318,G1G01-2030-MONOMER,AE015451.2
G1G01-2518,PP_2355,2687734,2688196,G1G01-2518-MONOMER,AE015451.2
G1G01-4678,PP_4400,4991359,4991845,G1G01-4678-MONOMER,AE015451.2
G1G01-5145,PP_4808,5471920,5472439,G1G01-5145-MONOMER,AE015451.2
G1G01-5560,PP_5211,5943676,5944234,G1G01-5560-MONOMER,AE015451.2
G1G01-3250,PP_3060,3440257,3440767,G1G01-3250-MONOMER,AE015451.2
G1G01-800,PP_0725,841327,843049,G1G01-800-MONOMER,AE015451.2
G1G01-1099,PP_1026,1170841,1171669,G1G01-1099-MONOMER,AE015451.2
G1G01-1524,PP_1432,1633051,1633906,G1G01-1524-MONOMER,AE015451.2
G1G01-3721,PP_3486,3949545,3951036,G1G01-3721-MONOMER,AE015451.2
G1G01-4224,PP_3959,4467755,4469117,G1G01-4224-MONOMER,AE015451.2
G1G01-2014,PP_1903,2145646,2146111,G1G01-2014-MONOMER,AE015451.2
G1G01-2495,PP_2334,2661896,2662787,G1G01-2495-MONOMER,AE015451.2
G1G01-4661,PP_4383,4976781,4977891,G1G01-4661-MONOMER,AE015451.2
G1G01-5128,PP_4791,5453341,5454670,G1G01-5128-MONOMER,AE015451.2
G1G01-2973,PP_2793,3182340,3183513,G1G01-2973-MONOMER,AE015451.2
G1G01-5538,PP_5192,5921556,5924430,G1G01-5538-MONOMER,AE015451.2
G1G01-3227,PP_3037,3421634,3421853,G1G01-3227-MONOMER,AE015451.2
G1G01-786,PP_0712,827536,828352,G1G01-786-MONOMER,AE015451.2
G1G01-1084,PP_1011,1153098,1154058,G1G01-1084-MONOMER,AE015451.2
G1G01-1507,PP_1415,1614695,1615751,G1G01-1507-MONOMER,AE015451.2
G1G01-37,PP_0035,38594,39014,G1G01-37-MONOMER,AE015451.2
G1G01-4204,PP_3939,4441237,4442530,G1G01-4204-MONOMER,AE015451.2
G1G01-1991,PP_1882,2109386,2114285,G1G01-1991-MONOMER,AE015451.2
G1G01-2476,PP_2315,2644262,2644751,G1G01-2476-MONOMER,AE015451.2
G1G01-4646,PP_4368,4957679,4958699,G1G01-4646-MONOMER,AE015451.2
G1G01-5108,PP_4772,5432734,5435263,G1G01-5108-MONOMER,AE015451.2
G1G01-2955,PP_2775,3160086,3161133,G1G01-2955-MONOMER,AE015451.2
G1G01-552,PP_0503,592262,593468,G1G01-552-MONOMER,AE015451.2
G1G01-3199,PP_3015,3404309,3404513,G1G01-3199-MONOMER,AE015451.2
G1G01-763,PP_0691,802827,803946,G1G01-763-MONOMER,AE015451.2
G1G01-1068,PP_0995,1133413,1134055,G1G01-1068-MONOMER,AE015451.2
G1G01-1485,PP_1395,1590972,1591893,G1G01-1485-MONOMER,AE015451.2
G1G01-3682,PP_3448,3905515,3907690,G1G01-3682-MONOMER,AE015451.2
G1G01-4169,PP_3905,4417107,4417659,G1G01-4169-MONOMER,AE015451.2
G1G01-1967,PP_1863,2084124,2084976,G1G01-1967-MONOMER,AE015451.2
G1G01-2450,PP_2293,2619460,2621149,G1G01-2450-MONOMER,AE015451.2
G1G01-463,PP_0427,515093,515741,G1G01-463-MONOMER,AE015451.2
G1G01-5089,PP_4755,5411775,5414169,G1G01-5089-MONOMER,AE015451.2
G1G01-2938,PP_2757,3141083,3142055,G1G01-2938-MONOMER,AE015451.2
G1G01-5498,PP_5153,5879178,5879844,G1G01-5498-MONOMER,AE015451.2
G1G01-317,PP_0286,344534,345602,G1G01-317-MONOMER,AE015451.2
G1G01-741,PP_0669,776950,779383,G1G01-741-MONOMER,AE015451.2
G1G01-1047,PP_0973,1112146,1113154,G1G01-1047-MONOMER,AE015451.2
G1G01-1469,PP_1379,1571878,1573231,G1G01-1469-MONOMER,AE015451.2
G1G01-3660,PP_3427,3881341,3882757,G1G01-3660-MONOMER,AE015451.2
G1G01-414,PP_0379,458942,459854,G1G01-414-MONOMER,AE015451.2
G1G01-1948,PP_1843,2066301,2067273,G1G01-1948-MONOMER,AE015451.2
G1G01-2419,PP_2268,2590656,2591082,G1G01-2419-MONOMER,AE015451.2
G1G01-4613,PP_4335,4925167,4926025,G1G01-4613-MONOMER,AE015451.2
G1G01-5064,PP_4736,5385269,5386415,G1G01-5064-MONOMER,AE015451.2
G1G01-2919,PP_2738,3121439,3121862,G1G01-2919-MONOMER,AE015451.2
G1G01-5480,PP_5135,5858959,5859985,G1G01-5480-MONOMER,AE015451.2
G1G01-3141,PP_2960,3363462,3364284,G1G01-3141-MONOMER,AE015451.2
G1G01-725,PP_0654,761968,762901,G1G01-725-MONOMER,AE015451.2
G1G01-1027,PP_0953,1096235,1096961,G1G01-1027-MONOMER,AE015451.2
G1G01-1449,PP_1360,1549259,1549553,G1G01-1449-MONOMER,AE015451.2
